Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
14311,8,5,1996,1996,2340,2,4,1,3,306000
9000,5,5,1974,1974,1792,2,4,0,2,133000
9750,6,8,1969,1969,1054,1,3,0,2,151000
10295,4,6,1969,1969,936,1,2,0,1,111900
7560,5,5,1971,1971,864,1,3,0,2,123000
12735,4,5,1972,1972,864,1,3,0,2,111250
4060,6,5,1998,1999,1337,2,2,0,2,181000
1680,6,5,1973,1973,987,1,2,0,1,103400
1680,6,5,1973,1973,987,1,2,0,1,100000
1890,6,6,1972,1972,987,1,2,0,1,100500
1869,6,6,1970,1970,987,1,2,0,1,106000
1680,6,5,1971,1971,987,1,2,0,1,85400
1680,6,3,1971,1971,987,1,2,0,1,89500
1680,5,5,1972,1972,1302,2,3,0,1,111750
4043,6,6,1977,1977,1069,2,2,0,2,140000
2308,6,6,1975,1975,1456,2,4,0,2,143000
2529,7,6,1977,1977,1055,2,2,0,2,148500
9477,5,5,1966,1966,892,1,3,0,1,110000
12444,8,5,2008,2008,1932,2,2,1,3,394617
12474,10,5,2007,2008,2332,2,3,1,3,426000
14803,10,5,2007,2008,2084,2,2,1,3,385000
14948,9,5,2008,2008,2713,2,3,1,3,446261
12704,8,5,2007,2007,1582,2,3,0,3,317500
13891,8,5,2007,2008,1710,2,2,1,3,372402
13693,8,5,2007,2007,2464,2,4,1,3,417500
14418,9,5,2007,2007,1950,2,2,1,3,383000
13418,9,5,2006,2006,2748,2,4,1,3,390000
12539,10,5,2005,2006,2790,2,4,1,4,460000
12151,9,5,2005,2005,2331,2,3,1,3,379000
8899,8,5,2007,2007,2088,2,4,1,3,250000
10574,8,5,2004,2004,2332,2,4,1,3,316000
12720,10,5,2003,2003,2470,1,1,2,3,615000
13688,9,5,2003,2004,2668,2,3,2,3,412500
10625,7,5,2003,2004,2046,2,3,1,3,284000
10845,8,5,2003,2004,1575,2,2,1,3,284000
16900,8,5,2001,2002,2649,2,4,1,3,421250
16451,8,5,2003,2003,2690,2,4,1,3,370000
10110,9,5,2008,2008,1866,2,2,1,3,336860
8769,9,5,2008,2008,1702,1,1,1,3,367294
12304,7,5,2005,2005,1367,2,2,1,2,192000
12677,8,5,2003,2004,1518,1,1,1,2,274000
8849,9,5,2005,2005,1684,2,2,1,2,266000
8232,9,5,2007,2008,1800,2,2,1,3,370967
6240,8,5,2006,2007,1342,2,2,1,2,234250
6240,8,5,2006,2007,1342,2,2,1,2,219500
2448,7,5,2003,2004,1626,2,2,0,2,155000
2448,7,5,2003,2004,1626,2,2,0,2,154000
8198,7,5,2004,2004,1358,2,2,1,2,207000
3940,7,5,2003,2003,1455,2,2,1,3,195000
3940,7,5,2004,2004,1576,2,2,1,3,219990
3182,7,5,2005,2006,1504,2,2,1,2,191000
3182,7,5,2007,2007,1266,2,2,1,2,159895
3710,7,5,2007,2008,1246,2,2,1,2,187687
9024,6,5,2004,2004,1515,2,3,1,2,179000
7415,6,5,2004,2004,1593,2,3,1,2,193000
9587,7,5,2005,2005,1166,2,2,0,2,190000
8029,6,5,2005,2005,1456,2,3,0,2,176000
8010,7,5,2002,2003,1720,2,3,1,2,188000
8396,7,5,2003,2003,1986,2,4,1,2,213000
7301,7,6,2007,2008,1358,2,2,1,2,217300
10261,6,5,2000,2000,1792,2,3,1,2,186500
8220,7,5,2000,2001,1892,2,3,1,2,226750
15384,7,5,2004,2005,1490,2,3,1,2,184000
7750,7,5,2002,2002,1414,2,3,1,2,176000
12460,7,5,1999,2000,2322,2,4,1,2,225000
8390,7,5,1999,1999,1651,2,3,1,2,185900
9660,8,5,1997,1997,2199,2,3,1,2,284500
9200,8,5,1998,1998,2630,2,4,1,3,315000
14260,8,5,2000,2000,2198,2,4,1,3,250000
11000,9,5,2000,2000,2172,2,4,1,3,291000
11675,8,5,1998,1998,2006,2,2,1,3,350000
10990,7,5,1996,1997,2125,2,4,2,2,279500
11929,8,7,1995,1995,2501,2,4,1,3,290000
10437,8,6,1995,1995,2113,2,2,1,3,350000
10542,7,5,1993,1994,2418,2,3,1,3,341000
10010,7,5,1993,1994,2197,2,4,1,3,287500
10944,7,5,1994,1994,2127,2,3,2,2,271000
14303,8,5,1994,1994,1987,2,2,1,2,301500
11932,8,5,2007,2008,1580,2,3,0,3,235128
14598,6,5,2007,2007,1933,2,4,1,3,214000
11957,8,5,2006,2006,1574,2,3,1,3,232000
13253,7,5,2006,2006,1578,2,3,1,3,240000
14587,9,5,2008,2008,1506,2,2,1,2,264132
10206,8,5,2007,2007,1563,2,3,1,3,245000
12274,7,5,2008,2008,1428,2,3,0,2,227680
9801,8,5,2007,2007,1861,3,3,1,3,257000
9428,8,5,2007,2008,1874,2,3,1,3,297900
10037,8,5,2006,2007,1460,2,3,1,2,247000
8640,8,5,2007,2008,1372,2,3,0,2,212700
8640,7,5,2007,2008,1372,2,3,0,2,250580
11639,7,5,2007,2008,1428,2,3,0,2,182000
9803,7,5,2005,2005,1768,2,3,0,2,226700
9375,8,5,2003,2004,1992,2,3,1,2,250000
10625,7,5,2005,2005,1958,2,3,1,3,250000
10800,8,5,2007,2008,2078,2,3,1,3,339750
8125,7,6,2007,2007,1665,2,3,0,2,205950
10625,8,5,2007,2007,1660,2,3,1,3,256000
7500,7,5,2007,2008,1218,2,2,0,2,230348
8791,6,5,2003,2003,1728,2,3,0,2,207500
7500,7,5,2004,2005,1080,1,3,0,0,141000
10110,6,5,2003,2003,1696,2,3,0,2,188000
12774,7,5,2003,2004,1663,2,3,0,2,192500
13072,6,5,2005,2006,1175,1,3,0,0,146000
13695,5,5,2004,2004,1114,1,3,0,2,159000
13695,6,5,2003,2004,1114,1,3,0,2,155000
8366,6,5,2004,2004,1640,2,3,0,2,173000
9260,7,5,2007,2007,1162,2,3,0,2,170000
8453,6,5,1995,1995,1609,2,3,0,2,182000
8480,6,5,1993,1994,1680,2,3,0,2,163000
8125,6,5,1994,1998,1679,2,3,1,2,193500
14565,7,5,1994,1995,1657,2,3,0,2,189000
8450,6,5,2001,2001,1677,2,3,0,2,190500
8285,7,5,1992,1992,1737,2,3,0,2,175000
7153,6,5,1991,1991,1294,2,3,0,2,179200
9291,6,5,1993,1993,1710,2,3,0,2,187000
8012,6,5,1993,1994,1617,2,2,1,2,193000
7892,6,5,1993,1993,1199,2,2,0,2,153900
9100,5,5,1963,1963,984,1,3,1,1,128000
12968,5,6,1962,1962,912,1,2,0,1,144000
8100,5,8,1961,2007,864,1,3,1,1,135000
8450,5,5,1968,1968,890,1,3,0,1,115000
6360,5,5,1963,1963,864,1,3,0,1,119916
6768,6,8,1961,1996,912,1,3,0,1,142000
19508,6,5,1974,1974,1430,2,3,2,2,192000
10759,5,4,1972,1972,1641,2,4,1,2,140000
9205,6,5,1990,1991,2683,2,4,2,2,290000
11025,9,5,1993,1994,2786,2,4,1,2,372500
4282,7,5,2004,2004,1391,2,2,0,2,196000
4017,7,5,2006,2007,1250,2,2,0,2,171900
3435,7,5,2004,2005,1245,2,1,0,2,178000
3180,6,5,2005,2005,1200,2,2,0,2,165000
3180,7,5,2007,2007,1392,2,2,0,2,146000
3604,7,5,2007,2007,1392,2,2,0,2,146000
2280,7,5,1999,1999,1501,2,3,0,2,179400
2280,6,5,1999,1999,1549,2,3,0,2,172900
4765,9,5,2000,2000,1638,2,2,1,2,300000
4538,9,5,2001,2001,1310,1,1,1,2,285000
4385,9,5,2001,2001,1419,1,2,1,2,290000
4109,9,5,1999,2000,1557,2,2,1,2,305000
5119,9,5,1999,2000,1709,2,2,1,2,328900
2160,7,5,1999,2000,1252,2,2,0,2,160000
2160,7,5,1999,2000,1404,2,3,0,2,170000
10646,7,5,2001,2001,1789,2,3,1,2,223000
2645,8,5,1999,1999,1586,2,3,0,2,170000
2645,8,5,1999,2000,1607,2,3,0,2,200000
3951,10,5,1998,1999,2393,2,2,1,2,345000
14963,8,5,1996,1996,1288,1,1,2,2,245500
11064,8,5,1995,1995,1239,1,1,1,2,217500
10846,8,5,1993,1993,1719,1,1,2,2,324000
11120,6,6,1984,1984,1232,2,3,0,2,162500
24572,9,3,1977,1977,2944,2,3,1,3,150000
16280,8,9,1976,2007,1671,3,3,1,2,290000
7500,7,5,2002,2002,1812,2,3,1,2,205000
10400,7,6,1970,1970,1682,2,3,1,2,174000
11104,6,6,1969,1969,1427,2,4,0,2,183000
11050,6,5,1968,1968,1740,1,4,1,2,150000
11040,6,7,1971,2004,1258,2,3,0,2,145000
15387,7,7,1967,1967,1620,2,4,1,2,215000
9750,5,6,1965,1965,1625,2,4,0,2,140500
10800,6,7,1974,1997,2614,2,4,1,2,240000
8814,5,6,1968,1968,1464,1,4,0,2,141000
8872,5,8,1965,2008,912,1,2,0,2,147000
8125,5,7,1965,2005,925,1,3,0,2,135000
11072,5,5,1965,1965,1728,2,6,0,2,145000
13101,5,5,1965,1965,1728,2,6,0,2,142600
9246,5,5,1973,1973,1656,2,4,0,2,135000
13355,7,6,1971,1971,1670,1,4,0,2,170000
8963,8,9,1976,1996,2715,3,4,2,2,299800
9120,6,6,1974,1974,1876,2,4,1,2,185000
9130,6,8,1966,2000,1632,1,4,0,2,173000
12122,7,9,1961,2007,999,1,3,0,2,178400
9900,7,5,1968,1968,1978,2,4,1,2,176000
7785,5,5,1956,1956,1014,1,2,0,1,98000
8593,4,6,1957,1957,907,1,3,0,1,109008
8475,4,7,1956,1956,952,1,2,0,1,135750
8700,5,6,1963,1963,1128,2,3,0,2,155000
10175,6,5,1964,1964,1425,2,3,1,2,180500
9020,6,7,1966,1966,1165,1,3,0,2,174900
9200,6,6,1965,1965,1136,1,3,1,1,140000
8250,6,7,1964,1964,1092,1,3,0,2,145000
9350,5,8,1965,1999,1265,2,3,1,2,179900
9020,6,5,1964,1964,1350,1,3,0,2,168500
9900,5,5,1961,1961,1114,1,3,0,2,140000
10007,5,7,1959,2006,1053,1,3,0,1,145500
10721,6,6,1959,1959,1252,1,3,0,2,142000
12493,4,5,1960,1960,1100,1,3,1,1,141000
11332,5,7,1960,2000,1118,1,3,0,1,153000
6627,3,6,1949,1950,720,1,2,0,1,72500
4130,3,6,1935,2003,729,1,2,0,0,52000
7420,5,6,1939,1950,1077,1,2,2,1,118000
4882,4,7,1937,1950,906,1,2,0,1,87000
9600,5,6,1960,1960,1496,2,3,0,2,141500
9600,6,5,1950,1950,1252,1,3,0,1,119000
9600,5,8,1950,2006,1337,1,3,1,1,141500
9600,6,6,1955,1996,1661,1,3,1,1,165500
7584,5,5,1953,1953,1036,1,3,0,1,112900
13700,7,6,1965,1988,1820,1,4,2,2,201800
10197,6,5,1961,1961,1362,1,3,1,2,163000
7875,5,6,1961,1961,1144,1,3,0,2,139950
8400,6,9,1962,2005,1537,1,3,1,2,174000
9150,6,5,1962,1962,1431,1,3,1,1,165000
14670,6,7,1966,1999,1988,2,4,1,2,227000
7390,5,7,1955,1955,1098,1,3,0,1,135000
9204,5,5,1963,1963,1144,1,3,0,1,124000
7763,5,7,1962,1980,1283,1,3,0,2,140000
8856,5,4,1957,1957,1176,1,3,2,1,136500
9840,5,7,1959,1998,1440,2,2,0,1,185000
9120,6,6,1958,1958,1261,1,3,1,2,163000
13200,6,6,1958,1958,1570,1,3,1,2,166800
9000,6,5,1956,1956,1196,1,2,1,1,139000
11900,6,5,1957,1957,1392,1,3,2,2,166000
9464,6,7,1958,1958,1080,1,3,0,1,136000
10425,5,5,1956,1958,1104,1,3,0,1,133000
11556,5,6,1952,1952,882,1,2,0,1,116000
9373,5,6,1953,1953,1152,1,3,0,2,137500
12774,5,5,1953,1953,950,1,2,0,2,130000
14250,6,5,1957,1957,1790,2,3,2,2,180000
7350,5,7,1951,1951,952,1,2,0,2,139000
7677,5,5,1953,1953,773,1,2,0,1,110000
8838,5,3,1957,1982,1764,2,4,1,1,100000
8480,5,5,1947,1950,1216,1,2,0,1,118500
12436,5,5,1957,1957,1824,2,5,0,2,146000
10122,4,6,1948,1950,869,1,1,0,1,89900
7506,5,8,1925,1950,1159,1,3,0,1,114000
10930,5,6,1945,1950,1558,1,3,1,1,140000
5400,4,7,1940,2005,672,1,2,0,1,86900
10836,5,5,1922,1950,1436,1,3,1,4,139000
10800,4,7,1900,2000,1294,2,3,0,0,106250
9247,6,6,1962,1962,1716,1,4,1,2,171000
10180,5,6,1968,1968,1044,1,3,1,2,139000
11355,7,7,1958,2001,1312,1,3,1,2,186000
10920,6,5,1960,1960,1253,1,2,1,1,157000
12929,6,6,1960,1993,1081,1,3,0,1,148000
27650,7,7,1960,2007,2069,2,4,1,2,242000
8892,5,7,1953,1996,910,1,3,0,2,116000
7200,5,7,1951,1951,876,1,2,1,2,94000
7200,5,5,1950,1950,1048,1,3,0,2,98300
7910,5,5,1960,1960,1507,2,4,0,1,127000
8000,5,6,1959,1959,1256,1,3,0,1,159000
8000,5,5,1962,1962,1027,1,3,0,1,125900
7931,5,6,1960,1960,1269,1,3,1,1,155000
8064,6,6,1948,1950,1320,2,3,0,2,138000
6390,6,7,1954,1954,984,1,2,0,1,112500
7227,6,6,1954,1954,832,1,2,0,2,105500
7200,6,5,1954,1954,1278,1,4,0,1,127500
8513,5,5,1961,1961,1800,2,6,0,0,130000
7200,5,6,1955,1967,1588,1,3,0,2,150000
7200,5,7,1954,1954,825,1,2,0,1,109500
7056,6,5,1963,1963,1796,1,4,1,2,140000
9760,6,6,1964,1964,1611,1,4,0,2,167900
7590,5,5,1963,1963,1117,1,3,0,1,136870
9836,6,5,2008,2008,1133,1,3,0,1,143000
5232,5,5,1925,2004,764,1,2,0,2,73000
10440,5,8,1904,2002,1539,2,3,1,2,157500
9184,5,7,1948,2005,1323,1,3,0,2,122600
4800,5,5,1910,2003,1360,1,2,0,1,111000
10440,6,7,1920,1950,2792,2,5,2,2,256000
4800,5,4,1940,1950,672,1,2,0,1,64000
6000,6,7,1915,2005,1456,1,4,0,1,139500
11426,4,6,1910,1996,1594,2,3,0,0,118000
11426,7,5,2003,2003,2082,2,3,0,2,200000
7628,4,6,1940,1985,1656,2,2,0,2,119164
7308,5,5,1920,1950,1740,1,2,1,1,122250
5400,7,6,1920,2006,1027,1,2,1,0,120000
10800,6,6,1940,1950,1436,2,3,2,2,155000
6756,5,6,1910,1950,899,1,2,0,1,78000
5914,5,9,1890,1996,1080,1,3,0,0,95000
6000,5,5,1948,1950,789,1,2,0,1,115000
12000,5,7,1948,2005,1122,1,2,0,2,147000
9000,5,6,1946,1950,1499,1,3,1,3,140000
7311,2,5,1946,1950,407,1,1,0,1,46500
6000,5,6,1957,1957,928,1,3,0,1,112500
6000,4,7,1954,2000,901,1,2,0,1,107900
12205,3,1,1949,1992,1588,2,5,0,0,65000
18386,7,9,1880,2002,3493,3,3,1,3,295000
9142,5,5,1900,2006,1627,2,4,0,2,139500
12665,5,8,1915,1950,1416,1,4,1,3,153900
5350,7,8,1920,1965,1450,1,3,0,1,132000
4571,5,5,1916,1950,1344,1,4,0,3,98000
9143,5,7,1900,2003,1017,1,2,0,1,114000
9600,5,5,1920,1960,2350,2,4,0,2,130000
9600,6,5,1917,1950,2058,1,3,1,2,129500
6000,5,9,1905,2005,1540,1,3,0,0,129400
9600,7,9,1928,2005,1378,2,3,1,2,161000
10800,6,7,1905,2000,1912,2,3,1,2,163000
6300,6,6,1914,2001,1484,2,3,1,0,128000
5250,8,5,1872,1987,2358,2,4,0,0,122000
5700,7,7,1926,1950,1111,1,2,1,1,116900
13500,10,9,1893,2000,2775,3,3,1,2,325000
11340,2,1,1920,1950,1086,1,2,0,2,55000
10800,7,7,1890,1999,2495,2,5,1,2,184000
9750,5,6,1959,1959,984,1,2,0,1,110000
12150,5,5,1954,1954,1795,2,4,0,1,131500
12702,5,5,1956,1956,882,1,2,0,1,97000
8516,4,6,1958,2006,1093,1,2,0,1,115500
7111,5,7,1928,1983,1143,1,2,1,1,138000
7425,7,7,1945,1950,1668,1,3,0,1,108000
9100,5,6,1930,1960,935,1,2,0,1,79500
7010,5,5,1935,1950,1738,2,3,1,1,153000
6130,5,6,1924,1950,784,1,2,0,0,109500
5000,5,7,1941,2006,1210,1,3,0,1,124000
5870,6,9,1900,2000,1290,1,3,0,1,106900
6000,6,7,1940,1989,1672,1,3,1,1,164900
6000,5,7,1924,2003,949,1,2,1,2,119000
6000,6,7,1929,1950,1158,1,3,1,1,120000
6000,6,7,1937,2000,1497,2,3,0,1,157000
6000,6,5,1939,1950,1342,2,2,1,1,105000
5000,6,7,1926,1950,1013,1,3,0,1,113000
5520,5,7,1920,1997,1216,1,3,1,1,115000
5940,4,7,1946,1950,896,1,2,0,1,79000
6240,4,7,1929,1950,1136,1,2,0,1,123000
6120,5,6,1945,1995,808,1,1,0,1,81300
6240,5,7,1930,1992,1573,2,3,1,2,162900
6240,7,5,1939,1950,2009,2,4,1,2,150000
6120,5,5,1923,1950,1902,2,4,0,2,123500
6120,7,5,1931,1950,1774,2,2,2,2,129900
6155,6,8,1920,1999,1362,2,3,0,2,128000
6324,4,6,1927,1950,520,1,1,0,1,68500
8635,5,5,1948,2001,1285,1,2,0,1,127000
13053,6,7,1923,2000,1848,1,4,1,2,207000
9120,7,6,1925,1950,1820,2,4,0,1,184000
9144,6,4,1915,2004,1716,2,4,0,2,162500
9144,5,5,1940,1982,1505,1,3,0,1,145000
10267,6,7,1918,2000,838,1,2,0,1,130000
8094,6,8,1910,1983,1984,2,5,0,1,160000
5100,8,7,1925,1996,1666,1,3,1,1,161000
4347,6,8,1910,1950,1609,1,3,0,1,127500
6291,6,6,1930,1950,768,1,1,0,2,93850
10266,6,6,1952,1952,1536,1,4,0,1,136000
6876,6,6,1938,1958,1969,2,4,1,2,141000
10320,5,6,1915,1978,1308,2,2,0,2,120000
7200,6,7,1925,1992,1040,1,2,0,2,127500
7006,6,6,1925,1950,1236,2,3,1,1,127000
7920,6,7,1920,1950,1406,1,3,0,0,89500
8235,5,7,1955,1995,825,1,2,0,2,125000
5586,6,7,1920,1998,1198,1,4,0,0,79900
10320,5,8,1912,1991,759,1,1,0,2,85000
10320,3,3,1915,1950,1344,2,3,0,0,82375
10320,6,7,1906,1995,1469,1,3,0,1,135000
9488,5,6,1947,1993,1054,1,3,0,1,124000
8250,5,5,1968,1968,1211,1,3,1,1,134000
21286,5,5,1948,1950,1271,2,4,1,1,135000
17120,4,4,1959,1959,1588,2,4,1,2,134432
10106,5,7,1940,1999,1355,2,4,0,0,127500
11235,5,6,1963,1963,1075,1,3,0,2,148000
11200,5,5,1965,1965,1040,1,3,0,1,129500
13014,6,5,1978,1978,1096,1,3,1,2,157500
7162,5,7,1966,1966,904,1,3,0,1,109900
10265,5,7,1967,2005,992,1,3,0,1,145000
9764,5,7,1967,2003,894,1,3,0,2,130000
7703,6,8,1978,1978,1034,1,3,1,2,153000
9981,5,5,1967,1967,1073,1,3,0,1,120000
7400,5,5,1984,1984,1126,1,2,0,2,152000
12900,4,4,1969,1969,1258,0,0,0,2,108959
12900,5,4,1920,1950,1140,1,3,0,2,95541
9000,5,3,1959,1959,1006,1,3,0,0,80000
8544,5,6,1966,2006,1228,1,3,0,1,149350
9239,5,8,1963,2003,960,1,3,0,1,144900
14175,6,8,1956,1956,1188,1,1,1,2,185000
13284,5,5,1954,1954,1383,1,3,1,1,165000
13500,6,7,1960,1975,1252,1,1,1,2,235000
13825,5,6,1958,1987,1601,1,3,0,1,140000
10200,5,8,1940,1997,672,1,2,0,1,108000
10532,5,3,1960,1960,1721,2,3,2,2,145000
8375,5,7,1941,1973,1350,1,2,0,3,152400
10200,5,8,1970,1970,904,1,3,0,3,144000
2887,6,5,1996,1997,1291,1,2,1,2,173000
10005,7,5,1977,1977,2022,2,4,1,2,192000
20270,7,6,1979,1979,1524,2,3,2,2,245000
39104,7,7,1954,2005,1363,1,2,2,2,241500
53227,4,6,1954,1994,1663,1,2,2,2,256000
11512,6,7,1959,2006,1357,1,2,1,1,177000
5190,7,5,1948,1950,1079,1,2,1,1,125600
10452,6,5,1953,1953,1094,1,3,2,2,155000
45600,6,8,1908,1997,2358,3,5,1,2,240000
19550,5,7,1940,2007,1518,1,2,2,0,260000
21780,6,7,1918,1950,1674,2,4,1,2,185000
13728,6,7,1935,1986,2108,2,4,2,2,235000
9571,5,6,1956,1956,1509,1,3,1,1,159900
9350,5,5,1975,1975,864,1,2,0,0,99600
9360,6,8,1962,2001,1269,1,3,0,1,134500
8405,5,8,1900,1950,1367,1,4,0,1,119000
7000,5,7,1910,1991,1347,1,3,0,0,107500
10880,5,5,1950,1950,1164,1,3,0,1,125000
9600,6,5,1924,1950,1096,1,2,0,0,79000
9084,5,6,1941,1950,1111,1,3,0,1,95000
11839,7,5,1990,1990,2329,2,4,1,2,262280
9771,6,5,1995,2002,2814,2,4,1,2,260000
9938,7,5,1994,1994,1626,2,3,1,2,226500
14171,7,5,1993,1994,2200,2,4,1,2,225000
10541,7,5,1996,1996,2037,2,3,1,2,229000
10616,7,5,2007,2007,1356,2,3,1,2,177439
9345,8,5,2007,2007,1615,2,3,1,3,248500
11778,9,5,2008,2008,2276,2,3,2,3,475000
11778,9,5,2008,2008,1766,2,3,2,3,395039
11228,7,5,1993,1993,2097,2,3,1,3,228000
11454,8,5,1995,1995,1511,2,3,1,3,225000
11500,6,6,1966,1966,1643,2,2,1,2,195000
12798,6,5,1997,1997,1688,2,4,0,2,200000
9750,5,7,1994,1994,990,1,3,0,2,155000
9525,5,6,1995,2006,1099,1,3,0,1,144000
9245,5,5,1994,1995,990,1,3,0,2,145000
8696,7,5,1997,1998,1418,2,3,1,2,226001
13142,6,5,1997,1997,1771,2,3,0,2,215700
8998,7,5,2000,2000,1652,2,3,0,2,207500
9179,7,5,1999,1999,1790,2,3,0,2,193000
8924,7,5,1998,1999,1724,2,3,0,2,188000
9382,7,5,1999,2000,1479,2,3,0,2,191000
12803,7,5,2002,2002,1494,2,3,1,2,221000
12435,7,5,2001,2001,1792,2,3,1,2,231500
12192,7,5,2000,2001,1823,2,3,0,2,235000
11250,7,5,2001,2002,1786,2,3,1,2,223500
9200,5,6,1975,1980,938,1,3,0,1,130250
8385,5,8,1977,1977,985,2,3,0,1,149900
12250,5,6,1978,1978,1174,1,3,0,2,158000
10970,6,6,1978,1978,1026,1,3,0,2,147000
9216,5,6,1975,1975,1076,1,3,1,2,143195
14330,5,6,1975,2001,1558,2,2,0,2,163000
7990,5,6,1975,1975,924,1,3,0,1,110000
7180,5,7,1972,1972,864,1,3,0,1,127000
7200,5,7,1972,1972,780,1,2,0,1,124900
9742,8,5,2002,2002,1795,2,3,1,2,230000
9473,8,5,2002,2002,2031,2,3,1,2,237000
10316,7,5,2000,2000,1865,2,3,1,3,235000
10400,7,5,2001,2001,2161,2,3,1,2,230500
9066,8,5,1999,2000,1852,2,3,2,3,230000
11404,7,5,1998,1999,2031,2,3,1,2,222500
9240,8,5,2001,2002,2263,2,3,1,2,287000
9720,9,5,2001,2002,1947,2,3,1,3,274000
14860,8,5,2002,2003,1786,2,3,1,3,300000
11250,8,5,2002,2002,2290,2,4,1,2,255900
8158,7,5,2003,2003,1768,2,3,0,2,224900
10905,7,5,2003,2003,2327,2,4,1,2,240000
7226,7,5,2003,2003,1640,2,3,0,2,183000
11690,8,5,1999,2000,1764,2,3,1,2,207000
8750,7,5,1994,1995,1908,2,4,1,2,210000
4435,6,5,2003,2003,848,1,1,0,2,136500
4426,6,5,2004,2004,848,1,1,0,2,145000
13125,6,5,1997,1998,1493,2,3,1,2,208900
10126,6,5,1997,1998,1838,2,2,0,3,185000
9135,7,5,2002,2003,1536,2,3,0,2,214000
8450,7,5,2003,2003,1710,2,3,0,2,208500
9750,7,5,2004,2004,1445,2,3,0,2,186500
8450,7,5,2004,2004,1436,2,3,0,2,210000
8320,7,5,2004,2004,1582,2,3,0,2,185900
11049,8,5,2007,2007,1234,2,3,0,2,179900
11058,7,6,2007,2007,1564,2,3,0,3,218836
9627,7,5,2007,2007,1361,2,3,0,2,193000
8199,7,5,2005,2005,1456,2,3,1,2,189000
4426,6,5,2004,2004,848,1,1,1,2,149300
4426,6,5,2004,2004,848,1,1,1,2,141000
4438,6,5,2004,2004,848,1,1,1,2,149000
4438,6,5,2004,2004,848,1,1,1,2,144500
8777,5,7,1910,1950,796,1,2,0,0,85000
8777,5,7,1900,2003,2200,2,4,0,0,145900
9825,5,5,1966,1966,1092,1,3,0,1,123000
9937,5,6,1965,1965,1256,1,3,0,1,147500
12102,5,5,1976,1976,1033,1,3,0,2,165000
6500,6,6,1976,1976,1127,1,3,1,2,135000
13907,5,6,1940,1969,996,1,3,1,0,108000
10012,4,5,1972,1972,1181,2,3,0,2,137500
6931,7,5,2003,2004,1656,2,3,1,2,165400
9638,6,6,1977,1977,1117,1,3,1,2,147000
7200,6,7,1976,2001,1398,1,3,1,2,160500
7024,4,5,2005,2005,1132,1,2,0,2,176000
47007,5,7,1959,1996,3820,3,5,2,2,284700
3675,6,5,2005,2005,1072,1,2,0,2,148000
6040,4,5,1955,1955,1152,2,2,0,0,82000
6012,4,5,1955,1955,1152,2,2,0,0,82000
12108,4,4,1955,1955,1440,2,4,0,0,118000
6845,4,5,1955,1955,1152,2,2,0,0,82500
6931,4,5,1955,1955,784,1,2,0,0,91900
12180,5,7,1938,2007,1053,1,2,0,0,120000
8050,5,8,1947,1993,1137,1,4,0,0,96000
9520,4,5,1953,1953,930,1,2,0,1,99000
11767,5,6,1946,1995,1200,1,3,0,1,130500
8172,4,6,1954,1972,1470,2,4,0,1,135000
16466,5,7,1955,1955,1393,1,3,0,1,135500
7692,4,6,1954,1954,1204,1,3,0,1,100000
5142,4,7,1923,2008,1292,1,3,0,1,108000
5604,5,6,1925,1950,864,1,2,0,0,98000
8248,3,3,1914,1950,864,1,2,0,0,67000
5687,5,6,1912,2000,1716,2,6,0,0,135900
12155,6,8,1925,1950,1482,2,4,0,1,140000
8400,5,8,1939,1997,2192,2,4,1,1,179500
8400,6,5,1925,1950,1694,2,4,1,2,136500
7290,7,8,1921,1950,1424,2,2,1,1,168000
8525,5,6,1911,1950,1964,1,4,0,0,130000
9842,5,6,1921,1998,2601,3,4,0,2,189000
7804,6,7,1930,1950,1920,2,4,2,2,161900
8969,6,6,1926,1950,1316,1,2,1,1,145000
11526,6,7,1922,1994,2555,2,3,1,2,191000
15576,6,7,1915,1976,1680,2,4,0,1,177000
15564,6,6,1914,1995,1264,1,3,0,2,147500
6292,6,5,1930,1950,790,1,2,0,1,91000
7609,8,9,1925,1997,1512,2,3,1,1,231000
10480,6,5,1936,1950,1639,1,3,0,1,115000
9650,6,3,1923,1950,1603,1,4,1,2,138000
7200,7,6,1931,2000,1502,1,3,1,1,149000
11988,6,7,1934,1995,1660,1,3,1,1,188700
11700,5,6,1937,1995,1938,2,4,1,1,198000
9260,5,4,1938,1950,1374,1,3,0,1,110000
7801,6,5,1951,1951,1091,1,2,1,1,104000
9670,8,6,1935,1950,1873,1,4,2,2,257076
14100,8,9,1935,1997,3447,3,4,2,3,381000
15660,7,9,1939,2006,1954,1,3,2,2,311500
12392,7,9,1950,2000,2161,2,3,2,2,263400
26073,5,5,1956,1956,1898,2,3,2,2,236500
14778,6,7,1954,2006,1640,1,3,1,2,224000
1879,6,6,1980,1980,1032,1,2,1,2,116500
1950,6,6,1980,1980,1556,2,3,1,2,151000
7000,6,8,1926,1998,919,1,2,0,1,126000
6000,6,8,1940,2006,1090,1,3,0,1,120000
3636,4,4,1922,1950,796,1,2,0,0,55000
5890,6,8,1930,2007,816,1,2,0,1,120500
6900,5,6,1940,1955,778,1,2,1,1,120500
8155,5,7,1930,1950,1200,1,4,0,0,119000
6000,5,5,1967,1967,1656,1,3,1,1,126000
